http://www.wikidata.org/entity/Q35648,William Howard Taft,138
http://www.wikidata.org/entity/Q47139,Slobodan Milošević,96
http://www.wikidata.org/entity/Q47563,Matteo Renzi,99
http://www.wikidata.org/entity/Q55637,José María Aznar,71
http://www.wikidata.org/entity/Q55758,Aleksander Kwaśniewski,74
http://www.wikidata.org/entity/Q55834,Wojciech Jaruzelski,84
http://www.wikidata.org/entity/Q58217,Sergej Lavrov,98
http://www.wikidata.org/entity/Q60039,Reinhard Heydrich,74
http://www.wikidata.org/entity/Q93153,Armen Sargsyan,71
http://www.wikidata.org/entity/Q53713,Olof Palme,87
http://www.wikidata.org/entity/Q29179,Francisco Franco,127
http://www.wikidata.org/entity/Q57627,Janez Janša,70
http://www.wikidata.org/entity/Q32024,Sergej Sjojgoe,77
http://www.wikidata.org/entity/Q33866,Theodore Roosevelt,181
http://www.wikidata.org/entity/Q34969,Benjamin Franklin,196
http://www.wikidata.org/entity/Q35678,Benjamin Harrison,130
http://www.wikidata.org/entity/Q37682,Sejong de Grote van Joseon,71
http://www.wikidata.org/entity/Q38484,Romano Prodi,96
http://www.wikidata.org/entity/Q34597,James Garfield,139
http://www.wikidata.org/entity/Q49214,Dan Quayle,88
http://www.wikidata.org/entity/Q49216,Walter Mondale,73
http://www.wikidata.org/entity/Q53454,Jan III Sobieski,77
http://www.wikidata.org/entity/Q53783,Enver Hoxha,92
http://www.wikidata.org/entity/Q57416,Joseph Kabila,75
http://www.wikidata.org/entity/Q57670,Yingluck Shinawatra,81
http://www.wikidata.org/entity/Q60045,Albert Speer,79
http://www.wikidata.org/entity/Q37388,Francis Bacon,179
http://www.wikidata.org/entity/Q29207,Sauli Niinistö,96
http://www.wikidata.org/entity/Q34211,Yasser Arafat,140
http://www.wikidata.org/entity/Q35686,Rutherford B. Hayes,133
http://www.wikidata.org/entity/Q36014,Hồ Chí Minh,144
http://www.wikidata.org/entity/Q34296,Woodrow Wilson,177
http://www.wikidata.org/entity/Q57407,Trương Tấn Sang,73
http://www.wikidata.org/entity/Q46739,Octavio Paz,116
http://www.wikidata.org/entity/Q47842,Cixi,95
http://www.wikidata.org/entity/Q47102,Joseph Smith,102
http://www.wikidata.org/entity/Q29230,Martti Ahtisaari,92
http://www.wikidata.org/entity/Q36450,Catharina II van Rusland,146
http://www.wikidata.org/entity/Q47854,Pratibha Patil,89
